mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
261	258	2057/2	2073/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2752												
261	258	1029	1037	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2753												
261	258	2059/2	2075/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2754												
261	258	1030	1038	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2755			articStaccatoAbove									
261	258	2061/2	2077/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2756												
261	258	1031	1039	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2757												
261	258	2063/2	2079/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2758												
262	259	1032	1040	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2759			articStaccatoAbove									
262	259	2065/2	2081/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2760												
262	259	1033	1041	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2761												
262	259	2067/2	2083/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2762												
262	259	1034	1042	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2763			articStaccatoAbove									
262	259	2069/2	2085/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2764												
262	259	1035	1043	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2765												
262	259	2071/2	2087/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2766												
262	259	1032	1040	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2767			articStaccatoBelow									
262	259	2065/2	2081/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2768												
262	259	1033	1041	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2769												
262	259	2067/2	2083/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2770												
262	259	1034	1042	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2771			articStaccatoBelow									
262	259	2069/2	2085/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2772												
262	259	1035	1043	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2773												
262	259	2071/2	2087/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2774												
263	260	1036	1044	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2775			articStaccatoAbove									
263	260	2073/2	2089/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2776												
263	260	1037	1045	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2777												
263	260	2075/2	2091/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2778												
263	260	1038	1046	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2779			articStaccatoAbove									
263	260	2077/2	2093/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2780												
263	260	1039	1047	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2781												
263	260	2079/2	2095/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2782												
263	260	1036	1044	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2783			articStaccatoBelow									
263	260	2073/2	2089/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2784												
263	260	1037	1045	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2785												
263	260	2075/2	2091/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2786												
263	260	1038	1046	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2787			articStaccatoBelow									
263	260	2077/2	2093/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2788												
263	260	1039	1047	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2789												
263	260	2079/2	2095/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2790												
264	261	1040	1048	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2791			articStaccatoAbove									
264	261	2081/2	2097/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2792												
264	261	1041	1049	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2793												
264	261	2083/2	2099/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2794												
264	261	1042	1050	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2795			articStaccatoAbove									
264	261	2085/2	2101/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2796												
264	261	1043	1051	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2797												
264	261	2087/2	2103/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2798												
264	261	1040	1048	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2799			articStaccatoBelow									
264	261	2081/2	2097/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2800												
264	261	1041	1049	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2801												
264	261	2083/2	2099/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2802												
264	261	1042	1050	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2803			articStaccatoBelow									
264	261	2085/2	2101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2804												
264	261	1043	1051	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2805												
264	261	2087/2	2103/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2806												
265	262	1044	1052	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2807			articStaccatoAbove									
265	262	2089/2	2105/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2808												
265	262	1045	1053	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2809												
265	262	2091/2	2107/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2810												
265	262	1046	1054	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2811			articStaccatoAbove									
265	262	2093/2	2109/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2812												
265	262	1047	1055	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2813												
265	262	2095/2	2111/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2814												
265	262	1044	1052	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2815			articStaccatoBelow									
265	262	2089/2	2105/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2816												
265	262	1045	1053	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2817												
265	262	2091/2	2107/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2818												
265	262	1046	1054	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2819			articStaccatoBelow									
265	262	2093/2	2109/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2820												
265	262	1047	1055	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2821												
265	262	2095/2	2111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2822												
266	263	2097/2	2113/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f										
266	263	2097/2	2113/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2823	f											
266	263	1049	1057	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2824												
266	263	2099/2	2115/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2825												
266	263	1050	1058	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2826												
266	263	2101/2	2117/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2827												
266	263	1051	1059	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2828												
266	263	2103/2	2119/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2829												
266	263	1048	1056	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2830												
267	264	2105/2	2121/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2831												
267	264	1053	1061	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2832												
267	264	2107/2	2123/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2833												
267	264	1054	1062	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2834												
267	264	2109/2	2125/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2835												
267	264	1055	1063	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2836												
267	264	2111/2	2127/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2837												
267	264	1052	1060	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2838												
268	265	1058	1066	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2839												
268	265	1056	1064	0.0		0	0	Dynamic	2/2	1	2	0						p										
268	265	2113/2	2129/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2840	p											
268	265	1057	1065	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2841												
268	265	2115/2	2131/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2842												
268	265	1058	1066	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2843												
268	265	2117/2	2133/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2844												
268	265	1059	1067	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2845												
268	265	2119/2	2135/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2846												
268	265	2113/2	2129/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2847												
268	265	1057	1065	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2848												
268	265	2115/2	2131/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2849												
268	265	1058	1066	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2850												
268	265	2117/2	2133/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2851												
268	265	1059	1067	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2852												
268	265	2119/2	2135/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2853												
268	265	1056	1064	4.0		0	0	Chord	2/2	2	2	1		1	1	2854												
269	266	1060	1068	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2855												
269	266	1062	1070	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2856												
269	266	1060	1068	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2857												
269	266	2121/2	2137/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2858												
269	266	1061	1069	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2859												
269	266	2123/2	2139/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2860												
269	266	2125/2	2141/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2861												
269	266	1063	1071	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2862												
269	266	2127/2	2143/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2863												
269	266	1060	1068	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2864												
269	266	2121/2	2137/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2865												
269	266	1061	1069	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2866												
269	266	2123/2	2139/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2867												
269	266	2125/2	2141/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2868												
269	266	1063	1071	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2869												
269	266	2127/2	2143/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2870												
269	266	1060	1068	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2871												
269	266	1062	1070	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2872												
270	267	1066	1074	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2873												
270	267	2129/2	2145/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2874												
270	267	1065	1073	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2875												
270	267	2131/2	2147/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2876												
270	267	1066	1074	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2877												
270	267	2133/2	2149/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2878												
270	267	1067	1075	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2879												
270	267	2135/2	2151/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2880												
270	267	2129/2	2145/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2881												
270	267	1065	1073	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2882												
270	267	2131/2	2147/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2883												
270	267	1066	1074	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2884												
270	267	2133/2	2149/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2885												
270	267	1067	1075	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2886												
270	267	2135/2	2151/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2887												
270	267	1064	1072	4.0		0	0	Chord	2/2	2	2	1		1	1	2888									130			
271	268	1068	1076	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2889												
271	268	1070	1078	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2890												
271	268	1068	1076	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2891												
271	268	2137/2	2153/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2892												
271	268	1069	1077	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2893												
271	268	2139/2	2155/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2894												
271	268	1070	1078	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2895												
271	268	2141/2	2157/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2896												
271	268	1071	1079	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2897												
271	268	2143/2	2159/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2898												
271	268	1068	1076	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2899												
271	268	2137/2	2153/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2900												
271	268	1069	1077	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2901												
271	268	2139/2	2155/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2902												
271	268	2141/2	2157/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2903												
271	268	1071	1079	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2904												
271	268	2143/2	2159/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2905												
271	268	1068	1076	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2906												
271	268	1070	1078	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2907												
272	269	1072	1080	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2908			articStaccatoBelow									
272	269	2145/2	2161/2	0.0		1/8	1/8	Spanner	2/2	1	1	0																18
272	269	2145/2	2161/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2909												18
272	269	1073	1081	0.0		1/4	1/4	Spanner	2/2	1	1	0																
272	269	1073	1081	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2910												
272	269	2147/2	2163/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2911												
272	269	1074	1082	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2912			articStaccatoBelow									
272	269	2149/2	2165/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2913												
272	269	1075	1083	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2914												
272	269	2151/2	2167/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2915												
272	269	1072	1080	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2916			articStaccatoAbove									
272	269	2145/2	2161/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2917												
272	269	1073	1081	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2918												
272	269	2147/2	2163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2919												
272	269	1074	1082	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2920			articStaccatoAbove									
272	269	2149/2	2165/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2921												
272	269	1075	1083	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2922												
272	269	2151/2	2167/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2923												
273	270	1076	1084	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2924			articStaccatoBelow									
273	270	2153/2	2169/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2925												
273	270	1077	1085	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2926												
273	270	2155/2	2171/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2927												
273	270	1078	1086	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2928			articStaccatoAbove									
273	270	2157/2	2173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2929												
273	270	1079	1087	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2930												
273	270	2159/2	2175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2931												
273	270	1076	1084	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2932			articStaccatoAbove									
273	270	2153/2	2169/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2933												
273	270	1077	1085	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2934												
273	270	2155/2	2171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2935												
273	270	1078	1086	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2936			articStaccatoAbove									
273	270	2157/2	2173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2937												
273	270	1079	1087	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2938												
273	270	2159/2	2175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2939												
274	271	1080	1088	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2940			articStaccatoAbove									
274	271	2161/2	2177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2941												
274	271	1081	1089	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2942												
274	271	2163/2	2179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2943												
274	271	1082	1090	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2944			articStaccatoAbove									
274	271	2165/2	2181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2945												
274	271	1083	1091	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2946												
274	271	2167/2	2183/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2947												
274	271	1080	1088	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2948			articStaccatoBelow									
274	271	2161/2	2177/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2949												
274	271	1081	1089	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2950												
274	271	2163/2	2179/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2951												
274	271	1082	1090	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2952			articStaccatoBelow									
274	271	2165/2	2181/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2953												
274	271	1083	1091	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2954												
274	271	2167/2	2183/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2955												
275	272	1084	1092	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2956			articStaccatoAbove									
275	272	2169/2	2185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2957												
275	272	1085	1093	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2958												
275	272	2171/2	2187/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2959												
275	272	1086	1094	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2960			articStaccatoAbove									
275	272	2173/2	2189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2961												
275	272	1087	1095	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2962												
275	272	2175/2	2191/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2963												
275	272	1084	1092	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2964			articStaccatoBelow									
275	272	2169/2	2185/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2965												
275	272	1085	1093	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2966												
275	272	2171/2	2187/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2967												
275	272	1086	1094	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2968			articStaccatoBelow									
275	272	2173/2	2189/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2969												
275	272	1087	1095	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2970												
275	272	2175/2	2191/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2971												
276	273	1088	1096	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2972			articStaccatoAbove									
276	273	2177/2	2193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2973												
276	273	1089	1097	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2974												
276	273	2179/2	2195/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2975												
276	273	1090	1098	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2976			articStaccatoAbove									
276	273	2181/2	2197/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2977												
276	273	1091	1099	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2978												
276	273	2183/2	2199/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2979												
276	273	1088	1096	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2980			articStaccatoBelow									
276	273	2177/2	2193/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2981												
276	273	1089	1097	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2982												
276	273	2179/2	2195/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2983												
276	273	1090	1098	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2984			articStaccatoBelow									
276	273	2181/2	2197/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2985												
276	273	1091	1099	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2986												
276	273	2183/2	2199/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2987												
277	274	1092	1100	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2988			articStaccatoAbove									
277	274	2185/2	2201/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2989												
277	274	1093	1101	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2990												
277	274	2187/2	2203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2991												
277	274	1094	1102	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2992			articStaccatoAbove									
277	274	2189/2	2205/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2993												
277	274	1095	1103	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2994												
277	274	2191/2	2207/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2995												
277	274	1092	1100	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2996			articStaccatoBelow									
277	274	2185/2	2201/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2997												
277	274	1093	1101	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2998												
277	274	2187/2	2203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2999												
277	274	1094	1102	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3000			articStaccatoBelow									
277	274	2189/2	2205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3001												
277	274	1095	1103	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3002												
277	274	2191/2	2207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3003												
278	275	2193/2	2209/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f										
278	275	2193/2	2209/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3004	f											
278	275	1097	1105	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3005												
278	275	2195/2	2211/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3006												
278	275	1098	1106	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3007												
278	275	2197/2	2213/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3008												
278	275	1099	1107	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3009												
278	275	2199/2	2215/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3010												
278	275	1096	1104	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	3011												
279	276	2201/2	2217/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3012												
279	276	1101	1109	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3013												
279	276	2203/2	2219/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3014												
279	276	1102	1110	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3015												
279	276	2205/2	2221/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3016												
279	276	1103	1111	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3017												
279	276	2207/2	2223/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3018												
